Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,MPN (Número de pieza del fabricante),Sexo,Rango de edad,Costo
vestido-bolsillo-india-art4799,vestido bolsillo india ART4799,Vestidos y Monitos,,,,,,,0,,0.25,0,0,0,0,123456747992,,NO,NO,,,,,,SI,,,,
vestido-hindu-celeste-art4798,vestido hindu celeste ART4798,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747982,,NO,NO,,,,,,SI,,,,
vestido-hindu-violeta-art4797,vestido hindu violeta ART4797,Vestidos y Monitos,,,,,,,0,,0.25,0,0,0,0,123456747972,,NO,NO,,,,,,SI,,,,
vestido-viscosa-talle-14-al-16-art4796,Vestido viscosa talle 14 al 16 ART4796,Vestidos y Monitos,Talle,12,,,,,"7,245.00",,0.25,0,0,0,0,123456747962,,NO,NO,,,,,,SI,,,,
vestido-viscosa-talle-14-al-16-art4796,,,Talle,14,,,,,"7,245.00",,0.25,0,0,0,0,123456747963,,,,,,,,,,,,,
musculosa-batick-celeste-art4794,musculosa batick celeste ART4794,Remeras y Musculosas,,,,,,,"3,565.00",,0.25,0,0,0,0,123456747942,,NO,NO,,,,,,SI,,,,
remera-lente-negro-y-plateado-art4793,remera lente negro y plateado ART4793,Remeras y Musculosas,,,,,,,"6,440.00",,0.25,0,0,0,0,123456747932,,NO,NO,,,,,,SI,,,,
poncho-recorte-rojo-y-negro-art4792,Poncho recorte rojo y negro ART4792,Blusas y Tunicas,,,,,,,"8,510.00",,0.25,0,0,0,0,123456747922,,NO,NO,,,,,,SI,,,,
remera-leve-evase-roja-tachas-art4791,Remera leve evase roja tachas ART4791,Remeras y Musculosas,,,,,,,"6,440.00",,0.25,0,0,0,0,123456747912,,NO,NO,,,,,,SI,,,,
remera-lente-roja-art4790,Remera lente roja ART4790,Remeras y Musculosas,,,,,,,"6,440.00",,0.25,0,0,0,0,123456747902,,NO,NO,,,,,,SI,,,,
monito-largo-francia-art4789,monito largo francia ART4789,Vestidos y Monitos,,,,,,,"17,250.00",,0.25,0,0,0,0,123456747892,,NO,NO,,,,,,SI,,,,
monito-largo-bordo-art4788,Monito largo bordo ART4788,Vestidos y Monitos,,,,,,,"17,250.00",,0.25,0,0,0,0,123456747882,,NO,NO,,,,,,SI,,,,
vestido-india-pliege-art4786,vestido india pliege ART4786,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747862,,NO,NO,,,,,,SI,,,,
vestido-india-verde-a-art4785,Vestido India verde A ART4785,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747852,,NO,NO,,,,,,SI,,,,
vestido-india-sin-gotita-verde-y-naranja-art4784,vestido india sin gotita verde y naranja ART4784,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747842,,NO,NO,,,,,,SI,,,,
vestido-india-bordo-art4783,Vestido India bordo ART4783,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747832,,NO,NO,,,,,,SI,,,,
vestido-india-evace-amarillo-art4787,Vestido India evace amarillo ART4787,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747872,,NO,NO,,,,,,SI,,,,
vestido-tipo-paisanita-verde-art4782,vestido tipo paisanita verde ART4782,Vestidos y Monitos,Talle,10,,,,,"5,520.00",,0.25,0,0,0,0,123456747822,,NO,NO,,,,,,SI,,,,
vestido-tipo-paisanita-verde-art4782,,,Talle,12,,,,,"5,520.00",,0.25,0,0,0,0,123456747823,,,,,,,,,,,,,
vestido-tipo-paisanita-verde-art4782,,,Talle,14,,,,,"5,520.00",,0.25,0,0,0,0,123456747824,,,,,,,,,,,,,
vestido-tipo-paisanita-rojo-art4781,Vestido tipo paisanita rojo ART4781,Vestidos y Monitos,Talle,10,,,,,"5,520.00",,0.25,0,0,0,0,123456747812,,NO,NO,,,,,,SI,,,,
vestido-tipo-paisanita-rojo-art4781,,,Talle,12,,,,,"5,520.00",,0.25,0,0,0,0,123456747813,,,,,,,,,,,,,
vestido-tipo-paisanita-rojo-art4781,,,Talle,14,,,,,"5,520.00",,0.25,0,0,0,0,123456747814,,,,,,,,,,,,,
vestido-estampado-hojas-art4780,vestido estampado hojas ART4780,Vestidos y Monitos,,,,,,,"11,270.00",,0.25,0,0,0,0,123456747802,,NO,NO,,,,,,SI,,,,
musculosa-katy-verde-art4779,Musculosa Katy verde ART4779,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456747792,,NO,NO,,,,,,SI,,,,
musculosa-katy-negra-art4778,Musculosa Katy negra ART4778,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456747782,,NO,NO,,,,,,SI,,,,
musculosa-katy-gris-art4777,Musculosa Katy gris ART4777,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456747772,,NO,NO,,,,,,SI,,,,
vestido-hindu-azul-art4776,vestido hindu azul ART4776,Vestidos y Monitos,,,,,,,0,,0.25,0,0,0,0,123456747762,,NO,NO,,,,,,SI,,,,
vestidos-hindu-verde-art4775,Vestidos hindu verde ART4775,Vestidos y Monitos,,,,,,,"13,225.00",,0.25,0,0,0,0,123456747752,,NO,NO,,,,,,SI,,,,
vestido-hindu-naranja-art4774,vestido hindu naranja ART4774,Vestidos y Monitos,,,,,,,0,,0.25,0,0,0,0,123456747742,,NO,NO,,,,,,SI,,,,
vestido-hindu-fondo-cuadrados-art4773,vestido hindu fondo cuadrados ART4773,Vestidos y Monitos,,,,,,,0,,0.25,0,0,0,0,123456747732,,NO,NO,,,,,,SI,,,,
vestido-hindu-marron-art4772,vestido hindu marron ART4772,Vestidos y Monitos,,,,,,,0,,0.25,0,0,0,0,123456747722,,NO,NO,,,,,,SI,,,,
monito-lino-corto-art4771,Monito lino corto ART4771,Vestidos y Monitos,,,,,,,"11,040.00",,0.25,0,0,0,0,123456747712,,NO,NO,,,,,,SI,,,,
vestido-hawai-amarillo-art4770,Vestido Hawai amarillo ART4770,Vestidos y Monitos,,,,,,,"12,650.00",,0.25,0,0,0,0,123456747702,,NO,NO,,,,,,SI,,,,
vestido-hindu-verde-art4769,Vestido hindu verde ART4769,Vestidos y Monitos,,,,,,,"12,650.00",,0.25,0,0,0,0,123456747692,,NO,NO,,,,,,SI,,,,
vestido-india-lila-art4768,Vestido India lila ART4768,Vestidos y Monitos,,,,,,,"12,650.00",,0.25,0,0,0,0,123456747682,,NO,NO,,,,,,SI,,,,
vestido-india-rosa-art4767,Vestido India rosa ART4767,Vestidos y Monitos,,,,,,,"12,650.00",,0.25,0,0,0,0,123456747672,,NO,NO,,,,,,SI,,,,
vestido-india-aqua-art4766,Vestido India aqua ART4766,Vestidos y Monitos,,,,,,,"13,225.00",,0.25,0,0,0,0,123456747662,,NO,NO,,,,,,SI,,,,
palazo-tipo-bambula-verde-art4765,Palazo lino tipo bambula verde ART4765,Pantalones y Calzas,Talle,1,,,,,"21,900.00",,0.25,0,0,0,0,123456747652,,NO,NO,,,,,,SI,,,,
palazo-tipo-bambula-verde-art4765,,,Talle,2,,,,,"21,900.00",,0.25,0,0,0,0,123456747653,,,,,,,,,,,,,
palazo-tipo-bambula-te-con-leche-art4764,Palazo tipo bambula te con leche ART4764,Pantalones y Calzas,,,,,,,"21,900.00",,0.25,0,0,0,0,123456747642,,NO,NO,,,,,,SI,,,,
vestido-hawai-verde-art4763,Vestido Hawai verde ART4763,Vestidos y Monitos,,,,,,,"22,000.00",,0.25,1,1,1,0,123456747632,,NO,NO,,"fibrana, largomayor80cm, musculosa, naranja, semievase, verde, vestido",,,,SI,,,,
vestido-hawai-fuxia-art4762,Vestido Hawai fuxia ART4762,Vestidos y Monitos,,,,,,,"12,190.00",,0.25,0,0,0,0,123456747622,,NO,NO,,,,,,SI,,,,
vestido-tricolor-rosa-art4761,Vestido tricolor rosa ART4761,Vestidos y Monitos,,,,,,,"5,750.00",,0.25,0,0,0,0,123456747612,,NO,NO,,,,,,SI,,,,
palazo-gris-art4760,Palazo Gris ART4760,Pantalones y Calzas,,,,,,,0,,0.25,0,0,0,0,123456747602,,NO,NO,,,,,,SI,,,,
monito-amplio-crep-negro-art4759,Monito amplio crep Negro ART4759,Vestidos y Monitos,,,,,,,"17,250.00",,0.25,0,0,0,0,123456747592,,NO,NO,,,,,,SI,,,,
tunica-raso-con-recorte-art4758,Túnica raso con recorte ART4758,Remeras y Musculosas,Talle,1,,,,,"10,350.00",,0.25,0,0,0,0,123456747582,,NO,NO,,,,,,SI,,,,
tunica-raso-con-recorte-art4758,,,Talle,2,,,,,"10,350.00",,0.25,0,0,0,0,123456747583,,,,,,,,,,,,,
tunica-raso-con-recorte-art4758,,,Talle,3,,,,,"10,350.00",,0.25,0,0,0,0,123456747584,,,,,,,,,,,,,
tunica-raso-con-recorte-art4758,,,Talle,4,,,,,"10,350.00",,0.25,0,0,0,0,123456747585,,,,,,,,,,,,,
short-morley-lazo-art4756,short morley lazo ART4756,Pantalones y Calzas,,,,,,,"4,600.00",,0.25,0,0,0,0,123456747562,,NO,NO,,,,,,SI,,,,
calza-bikers-art4755,Calza Bikers ART4755,Pantalones y Calzas,,,,,,,"5,060.00",,0.25,0,0,0,0,123456747552,,NO,NO,,,,,,SI,,,,
remera-azul-estampado-circulos-art4754,Remera azul estampado circulos ART4754,Remeras y Musculosas,,,,,,,0,,0.25,0,0,0,0,123456747542,,NO,NO,,,,,,SI,,,,
remeron-lurex-blanco-art4753,Remeron lurex blanco ART4753,Remeras y Musculosas,,,,,,,"8,050.00",,0.25,0,0,0,0,123456747532,,NO,NO,,,,,,SI,,,,
remeron-lurex-celeste-art4752,Remeron lurex celeste ART4752,Remeras y Musculosas,,,,,,,"8,050.00",,0.25,0,0,0,0,123456747522,,NO,NO,,,,,,SI,,,,
remeron-lurex-rosa-art4751,Remeron lurex Rosa ART4751,Remeras y Musculosas,,,,,,,"8,050.00",,0.25,0,0,0,0,123456747512,,NO,NO,,,,,,SI,,,,
remeron-amor-blanco-art4750,Remeron Amor blanco ART4750,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747502,,NO,NO,,,,,,SI,,,,
maxy-remeron-escote-v-rojo-art4749,Maxy Remeron escote V rojo ART4749,Remeras y Musculosas,,,,,,,"12,000.00",,0.25,1,1,1,0,123456747492,,NO,NO,,,,,,SI,,,,
remera-brillo-cruzada-art4748,Remera brillo cruzada ART4748,Remeras y Musculosas,,,,,,,0,,0.25,0,0,0,0,123456747482,,NO,NO,,,,,,SI,,,,
remeron-boomeran-rojo-art4747,Remeron boomeran Rojo ART4747,Remeras y Musculosas,,,,,,,"8,050.00",,0.25,0,0,0,0,123456747472,,NO,NO,,,,,,SI,,,,
remeron-boomeran-blanco-art4746,Remeron boomeran blanco ART4746,Remeras y Musculosas,,,,,,,"8,050.00",,0.25,0,0,0,0,123456747462,,NO,NO,,,,,,SI,,,,
remeron-espiral-verde-art4745,Remeron espiral verde ART4745,Remeras y Musculosas,,,,,,,"9,200.00",,0.25,0,0,0,0,123456747452,,NO,NO,,,,,,SI,,,,
remeron-espiral-negro-art4744,Remeron espiral negro ART4744,Remeras y Musculosas,,,,,,,"9,200.00",,0.25,0,0,0,0,123456747442,,NO,NO,,,,,,SI,,,,
vestido-sin-mangas-evase-negro-art4743,Vestido sin mangas evase negro ART4743,Vestidos y Monitos,,,,,,,"11,270.00",,0.25,0,0,0,0,123456747432,,NO,NO,,,,,,SI,,,,
short-tipo-bermuda-tela-blanco-art4742,Short tipo bermuda tela Blanco ART4742,Pantalones y Calzas,,,,,,,"7,820.00",,0.25,0,0,0,0,123456747422,,NO,NO,,,,,,SI,,,,
short-tipo-bermuda-tela-negro-art4741,Short tipo bermuda tela negro ART4741,Pantalones y Calzas,,,,,,,"7,820.00",,0.25,0,0,0,0,123456747412,,NO,NO,,,,,,SI,,,,
vestido-tunica-ana-verde-art4740,Vestido túnica Ana verde ART4740,Vestidos y Monitos,,,,,,,"8,510.00",,0.25,0,0,0,0,123456747402,,NO,NO,,,,,,SI,,,,
vestido-tunica-ana-art4739,Vestido túnica Ana ART4739,Vestidos y Monitos,,,,,,,"8,510.00",,0.25,0,0,0,0,123456747392,,NO,NO,,,,,,SI,,,,
musculosa-batick-art4738,musculosa batick ART4738,Remeras y Musculosas,,,,,,,"3,450.00",,0,0,0,0,0,123456747382,,NO,NO,,,,,,SI,,,,
vestido-70-celeste-art4737,Vestido 70 celeste ART4737,Vestidos y Monitos,,,,,,,"12,420.00",,0.25,0,0,0,0,123456747372,,NO,NO,,,,,,SI,,,,
vestido-gotica-negro-art4736,Vestido gótica negro ART4736,Vestidos y Monitos,,,,,,,"12,420.00",,0.25,0,0,0,0,123456747362,,NO,NO,,,,,,SI,,,,
vestido-gotica-blanco-art4735,Vestido gótica blanco ART4735,Vestidos y Monitos,,,,,,,"12,420.00",,0.25,0,0,0,0,123456747352,,NO,NO,,,,,,SI,,,,
monito-bambula-negro-art4734,Monito bambula negro ART4734,Vestidos y Monitos,,,,,,,"17,710.00",,0.25,0,0,0,0,123456747342,,NO,NO,,,,,,SI,,,,
short-fibrana-blanco-art4733,Short fibrana blanco ART4733,Pantalones y Calzas,,,,,,,"7,820.00",,0.25,0,0,0,0,123456747332,,NO,NO,,,,,,SI,,,,
short-fibrana-negro-art4732,short fibrana negro ART4732,Pantalones y Calzas,,,,,,,"7,820.00",,0.25,0,0,0,0,123456747322,,NO,NO,,,,,,SI,,,,
palazo-lino-tipo-bambula-negro-talle-10-art4731,Palazo lino tipo bambula negro ART4731,Pantalones y Calzas,Talle,1,,,,,"21,900.00",,0.25,0,0,0,0,123456747312,,NO,NO,,,,,,SI,,,,
palazo-lino-tipo-bambula-negro-talle-10-art4731,,,Talle,2,,,,,"21,900.00",,0.25,0,0,0,0,123456747313,,,,,,,,,,,,,
palazo-tipo-bambula-blanco-art4730,Palazo lino tipo bambula blanco ART4730,Pantalones y Calzas,Talle,1,,,,,"29,500.00",,0.25,0,0,0,0,123456747302,,NO,NO,,,,,,SI,,,,
palazo-tipo-bambula-blanco-art4730,,,Talle,2,,,,,"29,500.00",,0.25,0,0,0,0,123456747303,,,,,,,,,,,,,
blusa-de-brillo-art4728,Blusa de brillo ART4728,Blusas y Tunicas,,,,,,,"10,350.00",,0.25,0,0,0,0,123456747292,,NO,NO,,,,,,SI,,,,
remera-amor-verde-art4727,Remera amor verde ART4727,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747272,,NO,NO,,,,,,SI,,,,
remera-amor-azul-art4726,Remera amor azul ART4726,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747262,,NO,NO,,,,,,SI,,,,
remera-amor-gris-art4725,Remera Amor gris ART4725,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747252,,NO,NO,,,,,,SI,,,,
remera-amor-negra-art4724,Remera Amor negra ART4724,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747242,,NO,NO,,,,,,SI,,,,
maxy-remeron-escote-v-fucsia-art4723,Maxy Remeron escote V fucsia ART4723,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747232,,NO,NO,,,,,,SI,,,,
maxy-remeron-con-recorte-verde-y-negro-art4722,Maxy remeron con recorte verde y negro ART4722,Remeras y Musculosas,,,,,,,"4,600.00",,0.25,0,0,0,0,123456747222,,NO,NO,,,,,,SI,,,,
maxy-remeron-escote-v-verde-art4721,Maxy remeron escote V verde ART4721,Remeras y Musculosas,,,,,,,"9,800.00",,0.25,0,0,0,0,123456747212,,NO,NO,,,,,,SI,,,,
maxi-remeron-escote-v-negro-modal-crep-art4720,Maxi Remeron escote V negro Modal crep ART4720,Remeras y Musculosas,,,,,,,"24,000.00",,0.25,1,1,1,0,123456747202,,SI,NO,,"escotev, largomayor80cm, mangasanchas, modal, negro, remera, talle10a14",,,,SI,,,,
maxy-remeron-verde-y-beige-art4719,Maxy remeron verde y beige ART4719,Remeras y Musculosas,,,,,,,"4,600.00",,0.25,0,0,0,0,123456747192,,NO,NO,,,,,,SI,,,,
maxy-remeron-recorte-negro-con-blanco-art4718,Maxy remeron Recorte negro con blanco ART4718,Remeras y Musculosas,,,,,,,"4,600.00",,0.25,0,0,0,0,123456747182,,NO,NO,,,,,,SI,,,,
maxy-remeron-recorte-negro-y-gris-art4717,Maxy remeron Recorte negro y gris ART4717,Remeras y Musculosas,,,,,,,"4,600.00",,0.25,0,0,0,0,123456747172,,NO,NO,,,,,,SI,,,,
vestido-combinado-con-franja-beige-art4715,Vestido Combinado con Franja Beige ART4715,Vestidos y Monitos,,,,,,,"10,350.00",,0.25,0,0,0,0,123456747152,,NO,NO,,,,,,SI,,,,
vestido-combinado-negro-manga-corta-art4714,Vestido combinado Negro Manga Corta ART4714,Vestidos y Monitos,,,,,,,"10,350.00",,0.25,0,0,0,0,123456747142,,NO,NO,,,,,,SI,,,,
remeron-con-bolsillos-verde-art4713,Remeron con bolsillos verde ART4713,Remeras y Musculosas,,,,,,,"9,200.00",,0.25,0,0,0,0,123456747132,,NO,NO,,,,,,SI,,,,
remeron-splash-negro-art4712,Remeron splash negro ART4712,Remeras y Musculosas,,,,,,,"9,200.00",,0.25,0,0,0,0,123456747122,,NO,NO,,,,,,SI,,,,
remeton-batick-celeste-art4711,Remeton Batick celeste ART4711,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456747112,,NO,NO,,,,,,SI,,,,
bermuda-morley-gris-art4710,Bermuda Morley gris ART4710,Pantalones y Calzas,Talle,10,,,,,"19,500.00",,0.25,1,1,1,0,123456747102,,SI,NO,,,,,,SI,,,,
bermuda-morley-gris-art4710,,,Talle,12,,,,,"19,500.00",,0.25,1,1,1,0,123456747102,,,,,,,,,,,,,
bermuda-morley-gris-art4710,,,Talle,14,,,,,"19,500.00",,0.25,1,1,1,0,123456747102,,,,,,,,,,,,,
bermuda-morley-gris-art4710,,,Talle,16,,,,,"19,500.00",,0.25,1,1,1,0,123456747102,,,,,,,,,,,,,
capri-morley-verde-art4709,Capri morley verde ART4709,Pantalones y Calzas,Talle,6,,,,,"13,000.00",,0.25,1,1,1,0,123456747092,,NO,NO,,,,,,SI,,,,
capri-morley-verde-art4709,,,Talle,8,,,,,"13,000.00",,0.25,1,1,1,0,123456747093,,,,,,,,,,,,,
capri-morley-verde-art4709,,,Talle,10,,,,,"13,000.00",,0.25,1,1,1,0,123456747094,,,,,,,,,,,,,
calza-recta-microfibra-art4708,calza recta microfibra ART4708,Pantalones y Calzas,,,,,,,"5,980.00",,0.25,0,0,0,0,123456747082,,NO,NO,,,,,,SI,,,,
remera-cobre-art4707,Remera cobre ART4707,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747072,,NO,NO,,,,,,SI,,,,
blusa-mexicana-blanquita-art4706,Blusa mexicana blanquita ART4706,Blusas y Tunicas,,,,,,,"10,350.00",,0.25,0,0,0,0,123456747062,,NO,NO,,,,,,SI,,,,
blusa-mexicana-carmen-art4705,Blusa mexicana carmen ART4705,Remeras y Musculosas,,,,,,,"28,000.00",,0.25,0,0,0,0,123456747052,,NO,NO,,,,,,SI,,,,
remera-bambula-lurex-art4703,Remera bambula lurex ART4703,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456747032,,NO,NO,,,,,,SI,,,,
babucha-morley-verde-art4702,Babucha morley verde ART4702,Pantalones y Calzas,Talle,6,,,,,"5,980.00",,0.25,0,0,0,0,123456747022,,NO,NO,,,,,,SI,,,,
babucha-morley-verde-art4702,,,Talle,8,,,,,"5,980.00",,0.25,0,0,0,0,123456747023,,,,,,,,,,,,,
babucha-morley-verde-art4702,,,Talle,10,,,,,"5,980.00",,0.25,0,0,0,0,123456747024,,,,,,,,,,,,,
remeron-piedras-natural-art4701,Remeron piedras natural ART4701,Remeras y Musculosas,,,,,,,"5,865.00",,0.25,0,0,0,0,123456747012,,NO,NO,,,,,,SI,,,,
poncho-vestido-crochet-art4700,Poncho vestido crochet ART4700,Vestidos y Monitos,,,,,,,"13,800.00",,0.25,0,0,0,0,123456747002,,NO,NO,,,,,,SI,,,,
capri-morley-negro-art4699,Capri morley negro ART4699,Pantalones y Calzas,Talle,6,,,,,"26,000.00",,0.25,1,1,1,1,123456746992,,SI,NO,,,Capri Morley Negro ART4699 - Talle Real y Especial,"Conoce el Capri Morley Negro ART4699, diseñado con tiro medio alto y talles reales 6 a 14. ¡Aprovecha nuestro stock limitado y luce increíble!",,SI,,,,
capri-morley-negro-art4699,,,Talle,8,,,,,"26,000.00",,0.25,1,1,1,1,123456746993,,,,,,,,,,,,,
capri-morley-negro-art4699,,,Talle,10,,,,,"26,000.00",,0.25,1,1,1,0,123456746994,,,,,,,,,,,,,
capri-morley-negro-art4699,,,Talle,12,,,,,"26,000.00",,0.25,1,1,1,1,123456746992,,,,,,,,,,,,,
capri-morley-negro-art4699,,,Talle,14,,,,,"26,000.00",,0.25,1,1,1,0,123456746992,,,,,,,,,,,,,
bermuda-negra-art4698,bermuda negra ART4698,Pantalones y Calzas,,,,,,,"4,600.00",,0.25,0,0,0,0,123456746982,,NO,NO,,,,,,SI,,,,
babucha-lino-negro-art4697,Babucha lino negro ART4697,Pantalones y Calzas,Talle,10,,,,,"9,200.00",,0.25,0,0,0,0,123456746974,,NO,NO,,,,,,SI,,,,
babucha-lino-negro-art4697,,,Talle,12,,,,,"9,200.00",,0.25,0,0,0,0,123456746973,,,,,,,,,,,,,
remeron-verde-perla-art4696,Remeron verde perla ART4696,Remeras y Musculosas,,,,,,,"6,325.00",,0.25,0,0,0,0,123456746962,,NO,NO,,,,,,SI,,,,
babucha-lino-beige-art4694,Babucha lino beige ART4694,,Talle,10,,,,,"9,200.00",,0.25,0,0,0,0,123456746942,,NO,NO,,,,,,SI,,,,
babucha-lino-beige-art4694,,,Talle,12,,,,,"9,200.00",,0.25,0,0,0,0,123456746943,,,,,,,,,,,,,
musculosa-basica-negra-art4693,Musculosa basica negra ART4693,Remeras y Musculosas,Talle,8,,,,,0,,0.25,0,0,0,0,123456746932,,NO,NO,,,,,,SI,,,,
musculosa-basica-negra-art4693,,,Talle,10,,,,,0,,0.25,0,0,0,0,123456746933,,,,,,,,,,,,,
musculosa-recorte-brillo-negro-art4692,Musculosa recorte brillo negro ART4692,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456746922,,NO,NO,,,,,,SI,,,,
musculosa-recorte-plata-art4691,Musculosa recorte plata ART4691,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456746912,,NO,NO,,,,,,SI,,,,
musculosa-recorte-blanca-art4690,Musculosa recorte blanca ART4690,Remeras y Musculosas,,,,,,,"6,900.00",,0.25,0,0,0,0,123456746902,,NO,NO,,,,,,SI,,,,
musculosa-recorte-brillo-rojo-art4689,Musculosa recorte brillo rojo ART4689,Remeras y Musculosas,,,,,,,"12,000.00",,0.25,0,0,0,0,123456746892,,NO,NO,,"brillo, largomenor79cm, modal, musculosa, rojo, semievase, talle6a10",,,,SI,,,,
calza-tipo-jeans-negra-art4688,Calza tipo jeans negra ART4688,Pantalones y Calzas,Talle,6,,,,,"26,000.00",,0.25,0,0,0,0,123456746882,,NO,NO,,"48, 50, 52, 54, 56, 58, 60, 62, 64, calza, chupin, jean, lycra, negro, tiromedioalto",,,,SI,,,,
calza-tipo-jeans-negra-art4688,,,Talle,8,,,,,"26,000.00",,0.25,0,0,0,0,123456746883,,,,,,,,,,,,,
calza-tipo-jeans-negra-art4688,,,Talle,10,,,,,"26,000.00",,0.25,0,0,0,0,123456746884,,,,,,,,,,,,,
calza-tipo-jeans-negra-art4688,,,Talle,12,,,,,"26,000.00",,0.25,0,0,0,0,,,,,,,,,,,,,,
calza-tipo-jeans-negra-art4688,,,Talle,14,,,,,"26,000.00",,0.25,0,0,0,0,,,,,,,,,,,,,,
calza-tipo-jeans-negra-art4688,,,Talle,16,,,,,"26,000.00",,0.25,0,0,0,0,,,,,,,,,,,,,,
pantalon-bengalina-cintura-elastico-art4686,Pantalón bengalina cintura elástico ART4686,Pantalones y Calzas,Talle,6,,,,,"6,900.00",,0.25,0,0,0,0,123456746862,,NO,NO,,,,,,SI,,,,
pantalon-bengalina-cintura-elastico-art4686,,,Talle,8,,,,,"6,900.00",,0.25,0,0,0,0,123456746863,,,,,,,,,,,,,
pantalon-bengalina-cintura-elastico-art4686,,,Talle,10,,,,,"6,900.00",,0.25,0,0,0,0,123456746864,,,,,,,,,,,,,
tunica-encaje-magenta-art4685,Tunica encaje Magenta ART4685,Blusas y Tunicas,Talle,8,,,,,"7,475.00",,0.25,0,0,0,0,123456746852,,NO,NO,,,,,,SI,,,,
tunica-encaje-magenta-art4685,,,Talle,12,,,,,"7,475.00",,0.25,0,0,0,0,123456746853,,,,,,,,,,,,,
pantalon-de-lino-rojo-art4684,Pantalon de lino rojo ART4684,Pantalones y Calzas,,,,,,,"9,200.00",,0.25,0,0,0,0,123456746842,,NO,NO,,,,,,SI,,,,
camisola-over-negra-art4683,Camisola Over negra ART4683,Camisas,,,,,,,"12,075.00",,0.25,0,0,0,0,123456746832,,NO,NO,,,,,,SI,,,,
palazo-morley-negro-art4682,Palazo morley negro ART4682,Pantalones y Calzas,Talle,6,,,,,"30,000.00",,0.25,1,1,1,2,123456746822,,SI,NO,,"10, 12, 14, 6, 8, negro, palazo, pantalones, recto, tiromedioalto",Palazo Morley Negro Tiro Alto - Talles Especiales ART4682,"Explora el palazo morley negro ART4682, con tiro medio alto y talles reales 6, 8, 10 y 12. ¡Elige talles grandes y aprovecha nuestro stock limitado!",,SI,,,,
palazo-morley-negro-art4682,,,Talle,8,,,,,"30,000.00",,0.25,1,1,1,1,123456746823,,,,,,,,,,,,,
palazo-morley-negro-art4682,,,Talle,10,,,,,"30,000.00",,0.25,1,1,1,0,123456746824,,,,,,,,,,,,,
palazo-morley-negro-art4682,,,Talle,12,,,,,"30,000.00",,0.25,1,1,1,0,123456746825,,,,,,,,,,,,,
palazo-morley-negro-art4682,,,Talle,14,,,,,"30,000.00",,0.25,1,1,1,0,123456746826,,,,,,,,,,,,,
vestido-musculosa-lino-art4681,Vestido musculosa lino ART4681,Vestidos y Monitos,,,,,,,"10,120.00",,0.25,0,0,0,0,123456746812,,NO,NO,,,,,,SI,,,,
maxi-remeron-morley-verde-art4680,Maxi remeron morley verde ART4680,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456746802,,NO,NO,,,,,,SI,,,,
maxi-remeron-morley-azul-art4679,Maxi remeron morley azul ART4679,Remeras y Musculosas,,,,,,,"5,520.00",,0.25,0,0,0,0,123456746792,,NO,NO,,,,,,SI,,,,
remera-luz-art4661,Remera luz ART4661,Remeras y Musculosas,,,,,,,"6,095.00",,0.25,0,0,0,0,123456746612,,NO,NO,,,,,,SI,,,,
envio-moto-capital,envio moto capital,,,,,,,,"4,000.00",,0,0,0,0,32947,555555555555,,NO,NO,,,,,,SI,,,,
envio-sucursal-interior,envio sucursal interior,,,,,,,,"4,800.00",,0,0,0,0,9962,444444444444,,NO,NO,,,,,,SI,,,,
envio-sucursal-buenos-aires,envio sucursal buenos aires,,,,,,,,"4,100.00",,0,0,0,0,9493,222222222222,,NO,NO,,,,,,SI,,,,
